feature 1,feature 2,label
0.7715524915077441,-1.59646406507442,0
0.17644376057973948,0.2541591026686677,0
2.7200906733069203,-3.7713137684985174,0
2.434014644831818,0.15600494177031254,1
,-0.06558440298890622,1
-0.5637782647091509,0.26654672827207637,0
0.25402846614892194,-0.054439663212488165,0
0.7640656986517317,-1.5933671471447766,1
,0.875388975013244,0
,-0.3995051996574474,1
,0.6492726955729478,0
1.390532205067509,-1.9607742315546601,0
-2.345112767423579,-0.747519388978432,1
,1.882120571824934,0
0.6840781512290757,-1.1452524700620759,1
,0.3695889665107386,1
,1.2980729630939076,0
,-0.22254560835552512,1
,-2.182918225362598,0
-0.5550490252334067,0.1588895997354588,1
,-1.9515224235680988,0
1.7198654840336454,-1.1806680522872384,0
0.20288276448346299,-0.7295876236636178,1
-0.532529557585605,-0.9504505197160084,1
0.36801795238699864,0.9256728289413085,0
,-1.1413020296457967,0
-0.09679461108500109,-0.4067398632578182,0
0.09494627839543895,-0.14234632236812395,0
0.058725197077415636,-0.09635893838150217,0
-0.12408427330444399,-0.1904939315088348,1
0.7333780224760307,-0.9380130586354198,0
-0.3374103832370817,-0.9767345146907487,1
-0.8414690821407689,-1.0084415184124011,1
,-1.0816110221095532,1
,-0.4412635273205042,0
-2.4006156128564147,-1.1887063820182795,1
,-0.02244739724215067,1
1.269088509515864,-1.0358126729591142,1
0.3008768158062215,-0.8623271296883076,1
-0.6272949120328282,0.1989039950841155,0
,-0.25966013143725,1
-0.006708197704268892,-0.4439295536468575,0
,-0.015011842606980075,1
,-2.2530307309992863,0
-1.7181825730863944,-1.922876938406884,1
,0.46416765348514744,0
-3.204822336716411,-0.8550545194813681,1
,1.9908108131204552,0
,0.5582253679562283,0
,0.6682702099257398,0
0.7537248630534576,0.3813051480966577,1
,-0.5593939239675525,1
-0.5807686514264252,-1.0594838959212676,1
-1.7489938509453973,-0.41082135106098727,1
,-0.0420088508039998,1
0.3230187486146604,-0.5121317893143333,1
-2.3666797623316462,-0.6990207802156377,1
,-0.34717283711640223,1
0.9631628538165644,-1.2920052336351513,1
,-0.1456372130634767,1
,0.5311985658965761,0
,-0.7860409177567017,1
-0.5893637632688449,1.004322483526699,0
,-0.7093475368540347,1
0.1552028802423751,0.4196056442492502,0
,0.5348275802185816,0
-1.361752542853024,-0.4769848140918974,1
,-0.8053099974498465,0
,-0.383371567302367,1
,-0.6161143187377297,1
0.7292455436113543,-1.29072178499823,0
-0.906138767850375,-0.27118821862265285,1
1.8275432016119306,-0.2869929936871054,1
0.5778525208938914,0.6736172433723591,0
,-1.1258583176839392,1
,1.2887096459842775,0
1.1380436967169365,-1.6509484739709892,0
0.8374327371954897,-0.8285961837072511,0
1.6565910072815981,0.09129336101147989,1
1.3177304535662189,-1.623371287003717,0
-0.6245755757476543,1.0770953290189709,0
1.1308606660453748,-1.3911347966063288,0
1.0880211001407494,-1.0882390386192282,0
-0.10645602139112298,1.4411805314064368,0
,-0.12433860850704248,1
-0.1386783021758094,-1.735410230475531,1
1.2937879324282289,-1.8369412418472655,0
-1.50550137984491,0.13438342218532495,1
,-0.966201442181776,0
-0.9650305842587246,2.1535207482803504,0
0.8793056780305268,-0.20243666120513942,0
,-0.1119532127147142,0
,-1.6098168051368662,0
1.5094464759595683,-1.6671678047717229,0
1.026410288706797,-1.6213803631350732,0
,-1.4561767678616617,0
0.5906839206190783,-0.4482837688477479,0
,-1.2900315123795463,1
0.589665090106361,-0.4616595780851744,0
,0.7734263119901363,0
,-1.3710681458313312,0
-1.0695970511944866,-0.8544817444860351,1
,-0.7421994564001847,1
0.28193575383556213,0.3973116680564269,1
-0.7158022052990367,-0.33173260760616585,1
,-0.16681164637697377,0
,-1.6496335367853214,0
,1.7288068687434603,0
0.186986648307516,0.8232865184294129,1
1.1208146506761485,-0.7630849982540238,1
1.9439113435155182,-2.3757851582078393,0
0.6260719976525622,0.620368523860517,1
,-1.2309357059056225,1
-0.5300384369699422,0.02114416570339439,1
,-1.3737428773506792,1
0.300039102716646,0.18654327159727468,1
-2.070488736664687,-0.18124947477840553,1
,-1.1413513859352225,0
-1.1816128777495056,-0.04327598888320483,1
-1.6740135328227728,0.24933168388311466,1
-0.301295711759462,0.27794781121089285,0
,-1.006771033878632,0
,0.6048285280403214,0
-1.7815385847223926,-0.7216557666789236,1
-0.6748038070892763,-0.8390490722672428,1
-0.939294150721504,1.6255811800456361,0
,0.2345315302990746,0
,0.23227272935358934,0
0.28726509879674966,0.48259977270283994,1
,-2.229750173751359,1
1.7317745294482472,-1.497024050993304,0
,-0.7676444031127597,0
,-1.174328880817847,1
1.377329684173819,-2.1719347717099255,0
0.8185749154350621,-0.8701829124055444,0
,0.8849395785899197,1
0.7758663123447413,-0.35792018832492445,1
0.6749987614247241,-0.9066897189084722,0
,1.1352202953506716,0
,-1.765557229320061,1
,0.05998150812706693,1
0.45507572920024497,0.22412125823981754,1
,0.7074463444949155,0
-2.0077856657533575,-0.1643278278754619,1
-1.052282428042498,1.3698665651793007,0
,-0.4717989640959641,1
0.03428000948313403,-0.8841981445746705,1
-0.4547687324432831,0.017027008750509998,1
,0.5748800926511957,1
0.017661421801267452,-0.1756879391022263,0
,0.3840158651235329,0
0.10364428484806543,-0.4371284964593493,0
0.40775624611786987,-0.22376031616871062,1
2.127062840005227,-3.626946077390619,0
0.05251900600087939,-0.7754651627632264,0
-0.8282813785524289,-0.3164553649078822,1
,-1.1430231202330905,1
-0.01817672347032584,-0.537031318447251,0
-1.1243125632624142,-1.3870386760790243,1
,0.18818901600759352,0
-1.2916629826405412,-0.16194013128923912,1
0.8658517986509026,-0.8122695686157554,0
,0.5825718327026346,0
1.024840023070729,-2.0936405414884858,0
1.0960103006911854,-1.5392359435812446,0
,-1.5659291196238887,0
1.8863152670943322,-0.34957414246606683,1
0.08237958478493662,-0.7619389627390303,0
-0.504761450412111,1.5036272520400673,0
,-1.3147209173014454,1
,1.8278347863243165,0
0.7836768670552269,-1.5517920626474462,0
-0.2641519611086178,0.10107449748623809,1
1.8584248026252306,-1.4858170559446824,1
,-1.0875125368121963,1
2.1344527185339075,-2.813729855792416,0
-0.3846709657185863,0.38816385896071737,0
0.966945450566284,0.3712607175244328,1
,-2.1466794721131324,1
,0.16276091801404258,1
-1.7868379031959298,-0.18191055551317575,1
1.4447623332821202,-0.286238753253343,1
,-1.1543930129746718,1
1.1596200342608833,-0.8514223330695591,0
1.741325310852866,-2.3150342544340115,0
,-2.4746660898123505,1
-1.8682715694574097,0.0946899549362078,1
1.4287204866065322,-1.0454489128334064,0
-0.009927456628024856,1.018273664016468,1
-0.35620240169504425,0.5608341400805921,1
,0.4582063619461303,0
0.37713097694177206,-1.3718847134974212,0
-0.7645375913941335,-0.3364183166672592,1
,0.2909174429808712,0
-0.5885006473963298,-1.7516038238397273,1
1.3521714915343694,-2.2106518783862468,0
0.9053462801855181,-0.5612473771438259,1
-0.2923045575016171,-0.7234331426400057,1
,-1.0818696165209603,1
1.0333712214781647,-1.3980044122707649,0
,-1.8202011030330532,0
,-0.9875303646961697,1
0.571400185273158,-0.3468258262488534,0
-1.5104378589359135,-0.38944588666059343,1
-1.0704920917917768,-0.6860075562001429,1
1.0008018615687162,-1.138670736863658,0
,-0.6705677073337283,1
,-0.7934528472976454,0
,-0.10935157477811308,1
,-1.0172433257417075,1
-2.583065028539858,-0.2740996732076056,1
0.06656669561182071,-0.8004450572699928,0
-2.136360128599762,-1.6240720682911207,1
0.17613629791659602,-0.48163052631678543,1
-0.17653303689164346,0.28905856785892026,0
0.32183441093177223,-0.48100541967536947,1
-0.9687586529909862,1.7676804713122989,0
-2.241408148424786,-2.198613735663443,1
-0.4452258475992046,1.9356713965408212,0
0.07539784343353878,-0.41738476978058386,0
,0.4450239238238035,0
,-0.01734466210889085,1
