f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,y
1.4610424638883315,-0.9818566116722953,-1.4229454523440281,-0.7307310931820733,-0.3398058123368366,0.8815060346568754,0.6117192866370453,0.150598361664338,0.06708872840913914,-1.8956121000016757,0
1.7711684219463353,-0.6116608716146227,-0.5183095511626433,-0.574928453061154,-0.02191559260864133,0.43473826287284256,1.3065397443423747,-0.11213952075033908,-2.219259225870148,-0.8624892720330972,0
1.7218535178339809,-0.848145622295602,-0.7322642582184056,1.9087527539883324,-0.1961086368019389,0.3912036540690378,0.8042115649123681,1.5410961698713854,-0.6490410995916075,-0.9187129837969813,0
0.40638860284435685,-0.6921616327133084,-0.29955633353327005,-0.996367409008036,-0.38964550400817727,2.0295644905538386,0.026504480913949476,1.2410194474026919,0.787243408462396,0.2057222810408501,0
0.3241266351169234,0.5668174161896249,1.2190202441435838,-0.3905925315870163,0.45483773247530657,0.9914403664066912,-0.46357539033992745,0.8935113629588137,-1.2521052780371604,1.3403736953546295,0
-1.9330023790094244,-0.2376571133215959,-0.8243152069083978,2.0248565625553705,-0.5927426829732462,0.834707608866185,0.5982626306644191,-1.5002434945249359,-1.2788800261494762,-0.39490451418756756,1
0.9301930604051494,-1.3359299464397059,-1.5118308062365104,0.14156545631559334,-0.7069126622379447,0.7684769517947705,-0.7375625440121235,-0.9575893226304195,0.5238627406761226,-1.3688686265552468,0
0.8593773692949408,1.29637831805847,1.8609834830717784,2.0716340103393005,1.0790421324503612,-0.12526897877493118,-0.6261506959398249,0.5201053252057424,-0.9255073289874094,1.3231502729724334,1
-1.662653848004529,0.8413388698803166,-0.6210304020098557,-1.2715370600219544,0.22236830975319277,0.001418175104116982,1.279577175944349,1.0455013423071629,-1.053195950150862,-1.5692553452643097,1
-0.30858820138914944,1.363496446959824,2.2226370787029195,-0.9466584924898905,0.8574462785648628,0.8334932351482881,-1.4078272235503373,-0.5107576804318442,-1.4741792288944715,2.3752254672685646,1
-0.6716123246818821,0.8147534671429849,0.8388680355966138,0.4729431055379092,0.4086425161511705,0.7560165958799068,-0.09747201677733641,-1.9168339090210897,1.8753142184886258,0.7258047125849268,0
-1.9386114450451517,0.7530823207676847,-0.4139142603201772,-0.5697247096357111,0.09541166172653967,-0.6047802501486994,-2.1684143378685645,0.13261340278287703,1.1473601771285096,-0.959952052249449,1
-2.657738677828122,0.7774021322158455,-1.2567328687044115,-0.6518062396538555,-0.0390522974578254,-0.6965964432097345,0.7419142494811567,-0.9037048098837727,-1.882958354000456,-2.2363764880023416,1
-0.32831232560279344,0.4165713160756903,1.2507996224631504,0.16464822617861774,0.20161692658343244,0.1827588420956964,-0.03187426028059393,-1.4828620387914895,-2.480937263213277,1.866618444938089,0
-2.3424305020276153,1.8422459916883438,0.017836508483247988,2.1285470512016795,0.7623189207131471,-0.3731018697818478,0.7138644685278879,-1.7220635736387546,-0.9808836406073872,-1.453018897067352,0
-1.4495435885896928,1.3032252071393926,0.938277979849972,0.5300201910331084,0.5740934019073608,-0.23605377463963387,-0.4607656355436477,2.1259199671598363,0.46418102052462373,0.5780559469306442,0
0.3230313459258807,-1.8855873046952065,-2.417440365848548,0.6908784695111773,-1.2177676425334913,1.2900635289629931,-1.1163451418296513,0.20903048848866507,0.6452883978036918,-2.0429663305855383,0
-0.6354919311968557,0.5050342580735916,-0.030145159389401915,-0.3737917042383422,0.21094534513045202,0.6105184988933944,-0.6410436699362966,-0.24103128478665578,-1.250712827394709,-0.4650863715528465,1
-0.9806609323846495,0.9747213564584359,0.020181080135290057,-0.6567871570086325,0.4616623722270258,-0.46925971445481673,-0.021152492221053292,0.31304901949755626,0.34502914484566233,-0.8555880064358574,1
1.1367071765537662,1.4209126445193867,2.10269851806529,-1.3394251159872945,1.2258940927340332,0.8046060327831543,1.6957296311282115,-0.12144731999736472,0.08361832129721175,1.4851287161974203,1
0.714815498465887,1.7978033473317763,1.0724623847259827,-0.985985581150014,1.4082940847233838,0.10253135680838035,1.7617474285015535,1.03037442090413,0.02441715123221188,-0.7247743335677226,1
0.31145824457309623,-1.8096697943016458,-2.170135427904509,-1.5685701907982268,-1.1703706060990162,1.5007174094513247,0.21566006990185896,-0.21375874048776639,-0.8659780752186659,-1.6872780621532204,0
0.9119805382405647,1.9998669228212178,1.9343387779965013,-0.33899254643824955,1.583308311295639,0.10355437854794584,-0.5659393192211041,-0.5057099667654271,-0.9909662889521637,0.5002310265226263,1
1.4182981034622515,-1.2332963185803794,-1.8602051648620253,-0.014094009250243447,-0.5200882916787377,-1.1644339602289064,-0.3367207809018889,-0.21930048684939124,1.8528083904606907,-2.342666105539469,0
-0.49476952748536474,2.3517837596980753,0.7261818601554831,0.3187562350862061,1.5279501660152097,1.19806574391827,-0.6638908742872602,0.6708337512702222,-0.3177454733647448,-1.5963702471504702,1
-1.257750404016254,0.6045786912659019,-0.19742902489674333,0.5089405047717076,0.14231248959833734,-0.12097861615599959,-1.6559609233407977,0.2530207303247328,-1.2625462590390963,-0.647078898135927,1
2.4099160509781763,-1.3213311369037757,-2.4966726692578014,-0.6496254388553837,-0.3494279317607301,-0.05043607259134337,0.880780947834386,-0.5312253701043013,-0.055078768163066165,-3.7965042395914566,0
2.0974400842945475,-0.6746257683234377,-0.385164845290556,0.8231436074456339,0.005925407320474862,0.3476634428454958,1.302031536930333,-0.9562546527759334,-1.4424564727851266,-0.6697341456940373,0
0.47342217347019866,-0.19532622998009808,0.5149555644965843,-0.9917254108120466,-0.03670682575520589,0.5906881425355739,0.726801371746008,0.37861249389079293,-0.37508481665866206,1.0058163758579597,0
-0.3182013465264266,-1.5830578649996039,-1.1243468608698581,0.7985242501747051,-1.1673927514442952,-0.30384322315436535,1.0238864555735736,-1.220349143012952,-1.3102939451947455,0.18129095957544616,0
-1.0714335507789814,1.236814373371824,1.2555369424803506,-0.43270633483706405,0.6088308049260057,1.32033622464675,0.22262191536272832,-0.2271282264410064,0.3636389892974749,1.090468513447818,0
0.21384192745593444,0.05975274586333146,1.5472785721592517,-0.24882948093122664,0.07004313668779245,-0.7450154222016581,0.6935782069309945,1.3228512136100683,-0.8427237738330646,2.6596781570051595,0
0.2260572169758004,-0.9008868510602114,-0.8536685200387494,-1.895816067358447,-0.5695421375363355,0.8420473916006287,0.3332006247798345,1.323915499870154,-0.13260893266220733,-0.45502271069325384,0
0.29684076936556636,2.0137695577414103,2.7180173821167295,-1.8005162701118111,1.4438202135416178,1.2688614090453914,-1.5555247497245643,0.12129536125677719,0.5485465443051137,2.166717135298697,1
-0.6244953599024119,-1.1229877542402302,-0.9500425805735973,-1.6464779032649257,-0.9162519414381504,0.1854801414331991,-1.9868015814075648,-1.377673764310734,-0.05560432078944437,0.014107227574865266,0
-0.819019691248896,2.6510085917782,0.6694553417004966,-0.1718635693003484,1.6652510871614334,1.663310136173635,-0.24953313896312743,0.6202724378973713,-1.791333305978672,-1.964444424648726,1
1.9964559877395716,-1.7897847032622933,-1.9826165627338737,-2.5986573339505123,-0.7780834553076382,-0.9033146356892255,-0.5129313037808315,-0.5445283685950857,0.606779610988181,-2.0643245560034713,0
-0.5269946285954885,1.5896075740709963,0.3858805749962149,-0.6142506454327522,0.9906158285480875,0.8435076144058504,0.21196860900936254,-1.1964163233391005,-0.23117014112088996,-1.191556447573234,1
-0.03633671105919967,0.6060247161024976,1.777423007730417,-0.7964452891574909,0.39358763587410567,-0.6030393290280958,-2.2761710269285422,1.3891461823435935,1.194188530913593,2.456827855035203,1
0.2083544756441229,0.42536002932627703,1.7186873997352092,-2.250888464376217,0.32295633041386695,1.6205210037033573,-0.504632119927025,0.12441359330050039,0.9835747282894861,2.489038870955823,1
0.08409993171315855,0.14512998038045355,2.0483841325697307,-1.35761118573268,0.09405828391385684,-0.7680386520712241,0.2936759464862545,-1.2823828337319496,-0.8837409040101647,3.515135806486301,0
-1.8456945410537093,1.7088292884378304,-0.3775777130892217,1.1110312870042494,0.7861724134537574,-0.7016952690547409,0.16182189439120687,-0.26535599726316905,-0.6885267944757343,-2.2024801658883284,1
-3.0382465401004737,0.8985713047519742,-1.3323543791275345,-0.8649928082916029,-0.03908352193377483,0.5318172984106101,-0.3706536695401445,0.35146366896987313,-0.6988637420650142,-2.3790992116911722,1
1.463747695231794,0.8201486097513633,0.7275612937712159,-0.5806232175458942,0.8964429867667298,-0.04874264250349838,0.30582398780558506,0.20682282428456084,0.004627334679872551,-0.36325956875626675,1
