feature 1,feature 2,label
1.0112070637749084,-1.4765626605201803,-33.64432465084551
-0.3312831699326283,0.3865391451330911,6.231473121436887
1.2179409008013473,,-48.51945121971734
0.986335187821242,0.21353390133544178,48.69478748523885
0.9255012147023857,-0.4569878575935375,13.29184319827339
1.1603385699937696,0.36949271637572373,63.11544274537077
-1.5387932457446432,,-81.6255389698037
-1.5569415578650314,-0.6124421282843443,-90.43806323749114
-0.7778588266274128,1.1158411079241686,24.895374820819587
-2.0863905654565262,,-62.90855786720313
-0.22676019216958399,-1.5645078538111965,-85.88697506041397
1.1022367325853422,-1.229574253546429,-17.94798829242685
1.2198743790306215,-1.133792035393578,-8.6746156864331
-0.3224172040135075,-0.38405435466841564,-31.406503266631276
-0.4422292795131728,0.3235273536014321,-1.1677525622517102
-0.8801890645415797,,-34.99886857436001
-2.79308500014654,,-12.592293146600213
-0.49112513779081807,,-12.383020219832236
0.31903909605709857,-0.2493703754774101,0.055480700775403236
0.6065484004132948,-0.7372896277599319,-12.866825468684837
0.35111689651096534,-0.06877046307863847,10.198281300674855
-0.03681765651702741,0.11236848879221897,4.113624219943079
-1.5791562853944654,,-101.95313636241897
1.6598021771098705,,100.80649475266435
0.7255505180787332,-0.32420421948521105,12.098618053555473
0.43499832426284113,0.9104236030030839,61.707004904989674
-0.22232814261035927,-0.20075806892999745,-18.4988410025009
0.4034916417908,0.593578523237067,44.87104224685946
1.4514292605909354,-0.6180368476815788,25.7068956835226
1.1614399816743937,-0.027529386267978004,43.58960611940264
-0.4753728751379821,0.47761018181755727,5.1440738638069625
0.4234943540641129,0.07734006834855942,20.20071962300101
-1.072964278711645,0.49515861120031657,-17.117141582752275
-0.17961229465135792,0.5017251093451655,17.77826857463253
-0.5089722778228615,-0.16648595488595935,-27.9024534910589
-0.27584606256114336,1.2289555856506973,49.897924594066524
-0.18657899351146628,-0.0568244808858473,-10.021176159860982
-0.44873803267162277,-0.6724480387865963,-50.50935643395822
-0.7995474906917599,,-45.3137670092647
-0.27909772154329027,1.622849085954001,69.1863461389514
-0.857496824739772,-0.934181843147949,-79.2282402377688
0.5311637934562251,0.004000841975375483,20.752660818157565
0.8461606475850334,-0.8595159408319863,-9.61839065786721
-0.5691486535119704,-1.061796761310848,-74.35937167220351
-0.1221540151116833,-0.6808515740173174,-38.28510072481465
0.9849516717192109,1.0712524278458908,90.91655255201775
-2.037201225680795,,-174.58399948365394
0.44838065078168743,1.1253234986642537,72.81689136157698
0.5294653243527092,0.13770120999738608,27.27676730925756
0.23249455917873788,0.6825514068644851,42.638942500247786
2.528325706806398,,85.58875028217085
-0.7907999537751678,1.2237222119601092,29.711820410684247
0.6064039443038369,2.293717612357178,136.52013382395455
-1.4640535735805917,,-64.2718725892922
1.3887793963702684,,21.147874694821056
-1.2704607763854796,0.2829955338110016,-35.2171557124142
-1.0807106924455065,0.7254740044815357,-6.0651142341497035
0.017164726374088564,-0.42914227823509377,-20.487345660709238
1.146900376399483,-0.04970257915867584,41.934064780357176
