feature 1,feature 2,label
0.5033049090125379,0.7550908875957865,1
,0.6360631684109326,0
-0.4642453311107104,0.39416045675726347,1
2.256783572764955,0.35928865196396764,1
1.2341651421456787,0.7726996377483559,1
1.4173913114514982,0.6640102561760965,1
,0.9472116312337656,1
0.6835272233957324,0.9332634032527414,1
,0.5479137737806641,1
1.0103917083249574,0.4141691826503415,1
,0.593244140374735,1
0.9361923144008955,-1.8345996761378278,0
,-0.5543740101891101,0
,0.5646869226400945,1
,0.24070345066043003,1
,-1.1709260910749455,0
-1.3077392391362788,0.5142942696383497,1
-0.38409661871371237,0.30047743667949384,1
2.963074195825508,0.5399395829835111,1
2.352146634868279,0.28548180693328107,1
,-0.3749694333018707,0
0.878309215486093,0.6171878472929865,1
0.3393292786636223,-1.442772846543309,0
,0.4822611434232321,1
,0.3639593638176586,1
1.6276841709503578,0.2558318359404379,1
,0.6847030552491231,1
,0.5644897481799028,1
1.5558269008810264,0.4484565823073274,1
,0.9173392871786796,1
,0.05554847869435625,1
,0.3729359775554887,1
-0.6937701626446331,0.7515056122800922,1
,0.5023828368148884,1
1.9147830490438804,0.17092770530423457,1
-0.8480238227434667,-0.6895959098486584,0
,0.6367337881584635,1
,0.2339524985430138,1
,0.35471065411531233,1
2.3647754801568226,0.19667358881509722,1
,0.5726902340790601,1
,0.818905039267648,1
,0.3314838997031035,1
,0.6871469281767348,1
,0.8682449836477044,1
1.209559945267916,0.1951518486191543,1
-0.7911302820941384,0.5687855160874398,1
-0.8309759909661805,1.0464724420536822,1
1.0302967697374685,0.6685493127592972,1
,1.1457319368577625,1
-3.270158739343717,0.9847974649718723,1
2.580257912183215,-0.10224831065596973,1
,0.08486998881535646,0
-1.4382681329443563,0.38743863742571594,0
-1.6386240401153356,0.2736907982539294,1
,0.6682965967037522,1
,0.5274906936185437,1
,0.23236716691658493,1
,1.4373238753391466,1
2.7829384667261237,0.5821579254504758,1
,0.8427646433626472,1
-2.2343051697386698,0.9291982598521,1
1.0425714338927385,0.3694744112937427,1
,0.3832396006546623,1
2.9732812699479982,0.3659246175310572,1
2.257298848121539,0.5104380563059285,1
,1.0269219805320549,1
0.8955956174021513,-0.11407594707402735,1
,0.5075797647949594,1
,0.35529326637589886,1
1.5411529308176466,0.47507094163624625,1
,0.3681539061641615,1
,0.30209999015190536,1
,0.3535026933158057,0
,0.6680767947405521,1
,0.41695436448833234,1
,0.9317439723666363,1
,-0.03181094660339301,1
,0.7817492262362037,1
,1.0011790010134312,1
,0.8612806247364684,1
,-0.025417462867078244,1
-1.108315149975088,0.5554765349464702,1
1.228765766068638,-0.15507132946422342,1
,0.6552107589843534,1
1.2887711645401612,0.03777412300488164,1
-2.7225975922268635,0.22002100284264536,1
,0.5436704520073774,1
,0.5583013433109963,1
,0.6615272062260702,1
,-0.34047387965536685,0
1.367056817706209,0.38599635806131793,1
,0.6320086356926427,1
,0.47437757411685344,0
,0.09266434016079356,1
,0.6575973364386456,1
,0.45909809465882456,1
,0.5091010235270709,1
,0.8086796855869689,1
,0.3594729264861789,1
-2.195561475698435,0.8805591354904883,1
,1.0857633726220906,1
,0.4431131651811145,1
,0.5911338360108291,0
1.1921143053031908,-0.14874063763274226,1
,0.5125577939573183,1
,0.4375235016087908,1
,1.0394006129581772,1
,0.116066442567341,1
,0.21793561965515507,1
2.521157194139313,-0.1515367981388771,1
,-0.15052927059071275,1
-1.1196294254836003,0.8889501336554364,1
,0.90425361142376,1
0.41908046503183255,0.6706857201957597,1
1.930263998219042,0.835210057492886,1
,-0.031141938221446452,0
,1.109188680933465,1
,-0.8681091225255759,0
0.9519018138457451,0.5485141106476485,1
